t1,t2,d,k,approximation,fpt,approximation_time,fpt_time
"[19, 0, 0, 19, 0, 1, 13, 3, 15, 6, 3, 0, 9, 14, 10, 11, 11, 2, 6, None]","[19, 0, 0, 19, 0, 1, 13, 3, 15, 6, 3, 9, 10, 12, 9, 11, 11, 2, 6, None]",3,3,7,3,0.000346597982570529,0.007745708804577589
"[None, 3, 14, 11, 5, 14, 1, 8, 18, 2, 17, 14, 8, 19, 15, 8, 19, 16, 16, 0]","[None, 3, 14, 11, 5, 14, 1, 8, 18, 6, 17, 14, 8, 19, 12, 8, 19, 16, 16, 0]",3,3,9,2,0.00035514310002326965,8.686212822794914e-06
"[19, 19, 13, 1, 10, 1, 5, 15, 0, 5, 6, 18, 8, 5, 3, 1, 7, 10, 0, None]","[19, 19, 13, 1, 11, 1, 5, 15, 0, 5, 18, 12, 8, 5, 3, 1, 7, 11, 0, None]",3,3,4,3,0.0003499039448797703,0.007987441029399633
"[4, 13, 12, 15, 19, 6, 2, 11, 3, 7, 16, 16, None, 3, 4, 4, 6, 7, 2, 11]","[4, 13, 12, 15, 19, 18, 2, 11, 3, 7, 19, 16, None, 3, 4, 4, 18, 7, 2, 11]",3,3,9,3,0.0003587012179195881,0.008033656980842352
"[14, 9, 9, 6, 13, 1, 18, 2, 3, 11, 15, 4, 7, 14, 15, None, 15, 1, 4, 16]","[14, 9, 1, 1, 13, 1, 18, 17, 3, 11, 15, 4, 7, 14, 15, None, 15, 9, 4, 16]",3,3,9,3,0.00034851115196943283,0.007824565982446074
"[11, None, 15, 16, 1, 6, 7, 14, 1, 15, 13, 18, 0, 15, 8, 4, 7, 16, 7, 0]","[11, None, 15, 16, 1, 6, 7, 14, 1, 15, 15, 18, 0, 10, 8, 4, 7, 15, 7, 0]",3,3,7,3,0.0003447839990258217,0.007730971090495586
"[18, 13, 17, 2, None, 1, 5, 16, 4, 4, 7, 16, 4, 10, 13, 5, 4, 7, 1, 6]","[18, 13, 17, 2, None, 4, 12, 16, 4, 4, 7, 16, 1, 10, 13, 12, 4, 7, 11, 6]",3,3,10,3,0.00036711618304252625,0.007865582127124071
"[None, 17, 3, 5, 18, 16, 16, 12, 0, 0, 16, 19, 15, 0, 8, 5, 14, 0, 14, 10]","[None, 17, 3, 5, 18, 11, 11, 12, 0, 0, 11, 14, 15, 0, 8, 5, 19, 0, 14, 14]",3,3,9,3,0.0003439330030232668,0.008151127025485039
"[3, 14, 10, None, 14, 0, 10, 15, 17, 16, 0, 3, 18, 5, 15, 16, 13, 3, 7, 4]","[3, 14, 18, None, 14, 0, 10, 15, 17, 16, 0, 3, 10, 5, 15, 16, 13, 3, 7, 4]",3,3,4,2,0.0003430508077144623,9.246869012713432e-06
"[17, 2, 17, 7, 2, 12, 18, 16, 13, 8, 17, 3, 15, 5, 6, 18, 14, 5, None, 9]","[17, 2, 17, 7, 2, 15, 18, 16, 13, 8, 17, 3, 5, 12, 6, 18, 9, 12, None, 9]",3,3,10,3,0.0003718351945281029,0.008151367073878646
"[13, 13, 3, 1, 12, 1, 14, 0, 0, 16, 16, 14, 5, 14, 15, None, 0, 14, 15, 14]","[7, 13, 3, 1, 12, 1, 14, 13, 7, 16, 16, 14, 5, 14, 15, None, 7, 14, 9, 14]",3,3,7,3,0.00034766015596687794,0.008376477984711528
"[10, None, 5, 7, 1, 1, 2, 12, 2, 8, 11, 8, 2, 10, 17, 3, 6, 8, 0, 9]","[10, None, 5, 2, 1, 1, 18, 3, 2, 8, 11, 8, 7, 10, 17, 12, 6, 8, 0, 9]",3,3,7,3,0.0003564469516277313,0.007924553006887436
"[5, 9, 11, 4, 10, 19, 13, 6, 3, 14, None, 12, 0, 14, 8, 18, 17, 8, 16, 4]","[5, 9, 11, 4, 10, 19, 3, 8, 13, 14, None, 12, 0, 14, 6, 18, 17, 6, 11, 4]",3,3,12,3,0.00039567984640598297,0.009509464958682656
"[4, 6, 3, 8, 18, 8, 9, 17, 9, 18, 14, 7, 6, 6, 18, 11, 15, 10, None, 12]","[4, 13, 5, 8, 18, 8, 9, 17, 9, 18, 14, 7, 6, 6, 18, 11, 15, 10, None, 12]",3,3,8,2,0.0003805011510848999,8.365139365196228e-06
"[17, 0, 13, 12, 15, 10, 4, 16, 2, 4, None, 8, 19, 7, 3, 10, 5, 19, 0, 13]","[15, 4, 13, 12, 17, 10, 0, 16, 2, 0, None, 8, 19, 7, 3, 10, 5, 19, 4, 13]",3,3,8,2,0.00037768599577248096,5.953200161457062e-05
"[19, 7, 1, 7, 17, 14, 14, None, 7, 13, 1, 14, 17, 0, 15, 17, 8, 16, 8, 3]","[19, 8, 1, 8, 17, 14, 14, 8, None, 13, 3, 14, 17, 0, 15, 17, 7, 16, 7, 3]",3,3,7,3,0.0003638199996203184,0.008776166010648012
"[11, 6, 8, 16, 6, 13, 5, 14, 10, None, 19, 7, 4, 9, 17, 5, 12, 8, 6, 4]","[2, 6, 8, 16, 6, 13, 5, 14, 10, 5, 19, 7, 4, 15, 17, None, 12, 8, 6, 4]",3,3,7,3,0.0004022021312266588,0.008338958024978638
"[11, 15, 19, 19, 16, 19, 5, 5, 18, 10, None, 4, 16, 19, 13, 19, 17, 10, 0, 8]","[11, 19, 19, 19, 16, 15, 1, 1, 18, 10, None, 4, 16, 19, 13, 19, 9, 10, 0, 8]",3,3,11,3,0.00035185785964131355,0.008003430906683207
"[13, 13, 10, 0, 17, 0, 9, 2, 14, 10, 13, 10, 1, None, 4, 10, 15, 16, 10, 1]","[13, 13, 10, 7, 11, 0, 9, 2, 14, 10, 13, 16, 1, None, 4, 10, 15, 10, 10, 1]",3,3,4,3,0.00033674901351332664,0.00782381510362029
"[7, 7, 1, 16, 2, 2, 19, 14, 2, 12, 4, 19, 0, 0, None, 2, 4, 0, 14, 16]","[7, 19, 13, 16, 2, 2, 7, 14, 2, 12, 4, 19, 0, 0, None, 2, 4, 0, 14, 16]",3,3,9,3,0.0002969149500131607,0.0075873420573771
"[16, None, 11, 1, 18, 0, 7, 17, 14, 19, 7, 8, 16, 3, 3, 9, 1, 14, 16, 14]","[12, None, 11, 1, 18, 0, 7, 12, 14, 19, 7, 8, 1, 3, 3, 9, 12, 14, 12, 14]",3,3,9,3,0.000383737962692976,0.008260631002485752
"[13, 12, 10, 6, 19, 19, 4, 1, 6, 1, 11, 13, 19, 17, 19, 5, 18, 6, 7, None]","[13, 6, 10, 6, 1, 19, 7, 19, 6, 1, 11, 13, 19, 17, 19, 5, 18, 6, 4, None]",3,3,10,3,0.0003557449672371149,0.008164882194250822
"[12, 13, 18, 18, 18, 3, 0, 0, 11, 11, 18, 3, 10, 9, 6, 11, 13, 19, None, 10]","[12, 13, 18, 18, 18, 3, 0, 18, 11, 11, 0, 3, 7, 9, 6, 11, 13, 19, None, 11]",3,3,6,3,0.00032397592440247536,0.007773540914058685
"[4, 14, 14, 14, 15, 9, 7, 18, 9, None, 13, 4, 5, 9, 6, 10, 13, 13, 11, 0]","[4, 10, 14, 14, 1, 9, 7, 18, 9, None, 13, 4, 5, 9, 6, 14, 13, 3, 11, 0]",3,3,12,3,0.00034338212572038174,0.007758764084428549
"[15, None, 11, 13, 8, 6, 19, 16, 17, 8, 1, 7, 15, 17, 2, 8, 15, 5, 19, 10]","[15, None, 11, 13, 19, 6, 8, 16, 10, 19, 1, 7, 15, 17, 2, 19, 15, 5, 13, 17]",3,3,9,3,0.00044578383676707745,0.008569558151066303
"[6, 15, 8, 16, 18, 9, 15, 4, 11, 8, 18, 18, 18, 6, 13, 4, 8, 16, None, 5]","[6, 15, 8, 16, 18, 18, 15, 4, 11, 8, 9, 18, 18, 6, 13, 4, 8, 16, None, 10]",3,3,6,2,0.00033741001971066,0.0010502829682081938
"[19, 16, 18, 16, 2, 12, 19, 15, 4, 1, 14, 7, None, 5, 7, 12, 5, 9, 13, 17]","[19, 16, 6, 16, 2, 14, 19, 15, 4, 1, 12, 7, None, 10, 7, 12, 10, 9, 13, 17]",3,3,11,3,0.0003912709653377533,0.007865061983466148
"[9, 6, 6, 17, 3, 16, 10, 5, 3, 15, 11, 15, 8, 16, 6, None, 8, 15, 8, 3]","[9, 6, 6, 17, 5, 16, 10, 3, 3, 15, 11, 3, 8, 16, 6, None, 8, 15, 8, 3]",3,3,8,3,0.0003091879189014435,0.0074437749572098255
"[5, 2, 16, 7, 8, 15, 18, 6, None, 8, 9, 4, 3, 11, 15, 9, 5, 12, 4, 15]","[18, 9, 8, 7, 8, 15, 18, 6, None, 16, 2, 4, 3, 11, 15, 2, 5, 12, 4, 15]",3,3,12,3,0.00038651213981211185,0.008015532977879047
"[None, 11, 10, 4, 13, 4, 15, 0, 19, 12, 9, 7, 4, 17, 0, 3, 6, 8, 7, 0]","[None, 11, 3, 9, 13, 4, 15, 0, 19, 12, 4, 7, 0, 17, 0, 10, 6, 8, 7, 0]",3,3,6,3,0.0003678780049085617,0.008218091912567616
"[6, 9, None, 1, 17, 4, 10, 18, 15, 15, 14, 0, 4, 18, 18, 2, 19, 14, 1, 2]","[6, 9, None, 1, 17, 8, 10, 18, 15, 15, 14, 0, 4, 18, 18, 2, 5, 14, 1, 4]",3,3,7,3,0.00035816896706819534,0.007796133169904351
"[19, 3, 12, 16, 2, 19, 14, 10, 10, None, 15, 15, 7, 1, 10, 19, 8, 10, 9, 18]","[19, 10, 12, 16, 2, 19, 14, 3, 10, None, 15, 15, 1, 18, 10, 19, 8, 10, 9, 18]",3,3,10,3,0.0003481211606413126,0.007720941910520196
"[6, 9, 11, 1, 12, 8, 17, 6, 1, 13, 14, 14, 1, None, 5, 2, 7, 11, 17, 17]","[6, 9, 11, 1, 12, 3, 17, 6, 1, 13, 14, 14, 1, None, 5, 2, 7, 11, 17, 17]",3,3,5,1,0.0003764228895306587,8.877133950591087e-06
"[9, 16, 1, 2, 6, 4, 17, 19, 11, 16, 14, 13, 7, 17, 17, 4, None, 7, 15, 9]","[9, 16, 17, 14, 6, 4, 17, 19, 11, 16, 2, 13, 7, 3, 1, 4, None, 7, 15, 9]",3,3,10,3,0.0003798799589276314,0.007921006996184587
"[5, 12, 10, None, 12, 3, 5, 6, 14, 12, 7, 15, 14, 2, 2, 10, 4, 4, 9, 8]","[5, 15, 10, None, 12, 3, 5, 6, 14, 12, 7, 12, 14, 19, 2, 10, 4, 4, 9, 8]",3,3,9,3,0.0003299061208963394,0.007307881023734808
"[15, 0, 1, 11, 0, 15, 8, 4, 10, 12, 0, 13, 3, 18, 4, 11, 7, 9, None, 17]","[15, 0, 1, 11, 0, 18, 8, 4, 3, 12, 0, 5, 3, 15, 4, 11, 7, 9, None, 17]",3,3,8,3,0.0003508450463414192,0.00782569800503552
"[3, 8, 3, 15, 3, 7, 1, 17, 4, 6, 6, 5, 8, 19, 7, 5, 17, 18, None, 7]","[4, 8, 4, 4, 15, 7, 1, 17, 3, 6, 16, 5, 8, 19, 7, 5, 17, 18, None, 7]",3,3,9,3,0.00035672704689204693,0.008270980091765523
"[16, 12, 14, 13, 11, 9, 10, 17, 11, 13, None, 18, 2, 6, 8, 9, 12, 6, 15, 10]","[16, 12, 14, 11, 13, 9, 10, 17, 11, 13, None, 18, 2, 6, 8, 9, 12, 0, 15, 10]",3,3,7,3,0.0003499139565974474,0.007471296936273575
