t1,t2,d,k,approximation,fpt,approximation_time,fpt_time
"[9, 6, None, 7, 6, 8, 2, 6, 2, 2]","[9, 3, None, 9, 0, 1, 2, 6, 7, 2]",6,6,8,5,0.00018665893003344536,0.17376244603656232
"[2, 6, None, 0, 6, 1, 3, 3, 7, 7]","[2, 7, None, 0, 6, 6, 3, 3, 7, 5]",6,6,7,3,0.0001600391697138548,0.0012912140227854252
"[1, 3, 4, 5, None, 2, 0, 4, 2, 4]","[5, 2, 4, 1, None, 3, 1, 4, 2, 6]",6,6,6,4,0.00017112004570662975,0.018842594930902123
"[4, 8, 0, 0, 5, None, 0, 6, 4, 1]","[2, 8, 5, 4, 7, None, 0, 0, 2, 1]",6,6,4,5,0.00018258090130984783,0.1826533570419997
"[1, 6, 7, None, 7, 2, 3, 6, 0, 4]","[2, None, 3, 6, 3, 2, 1, 6, 0, 8]",6,6,8,5,0.00017247209325432777,0.1812982438132167
"[3, 8, 9, None, 7, 7, 5, 3, 7, 4]","[1, None, 9, 2, 1, 9, 5, 1, 7, 4]",6,6,9,5,0.00019366294145584106,0.18000428401865065
"[8, 9, 1, 9, None, 9, 8, 0, 2, 4]","[3, 9, 1, None, 8, 3, 9, 0, 2, 3]",6,6,7,5,0.00015099183656275272,0.17287404485978186
"[2, 7, None, 8, 2, 0, 3, 5, 2, 5]","[5, 3, 4, 8, 5, None, 3, 8, 5, 2]",6,6,8,5,0.00017006788402795792,0.1870393871795386
"[4, 5, 8, 6, 5, 2, 5, 1, None, 3]","[4, 5, 3, 9, 5, 9, 1, 9, None, 8]",6,6,8,5,0.00017028814181685448,0.1707548131234944
"[None, 2, 6, 5, 6, 0, 5, 3, 1, 2]","[None, 4, 6, 5, 6, 0, 5, 2, 1, 2]",6,6,7,2,0.00016237283125519753,7.383991032838821e-06
"[3, 4, 4, 8, None, 9, 4, 0, 9, 2]","[3, 2, None, 8, 5, 0, 2, 2, 9, 2]",6,6,6,6,0.0001932710874825716,1.4764878209680319
"[9, 7, 5, 6, 9, 8, 9, 0, 1, None]","[9, 9, 1, 6, 2, 8, 4, 0, 4, None]",6,6,7,5,0.00017505697906017303,0.17472642799839377
"[1, 6, 1, 2, 5, 6, None, 9, 0, 4]","[6, 6, 9, 2, 9, 4, None, 5, 0, 6]",6,6,10,4,0.00017799204215407372,0.018599449889734387
"[3, 9, 5, None, 1, 3, 3, 5, 0, 2]","[3, 5, 7, None, 1, 7, 5, 3, 0, 2]",6,6,8,4,0.0001728339120745659,0.018142885994166136
"[3, 0, 3, None, 1, 7, 1, 9, 2, 8]","[7, 4, 3, None, 3, 1, 3, 1, 2, 8]",6,6,7,5,0.00017886399291455746,0.17370957601815462
"[9, 7, 6, 8, 2, 6, None, 8, 5, 8]","[9, 3, 6, 2, 2, 7, None, 8, 3, 8]",6,6,8,4,0.00019506504759192467,0.018059591064229608
"[5, 7, 3, 0, 6, None, 5, 8, 3, 6]","[3, 7, 0, 5, 6, None, 2, 9, 5, 5]",6,6,6,6,0.00018882309086620808,1.4985020200256258
"[2, 2, None, 4, 1, 8, 1, 9, 3, 3]","[1, 2, None, 1, 1, 7, 1, 3, 0, 7]",6,6,12,6,0.0001627150923013687,1.3476202059537172
"[7, 4, 3, 0, 2, 3, 7, None, 2, 3]","[7, 9, 3, 0, 8, 2, 3, None, 7, 3]",6,6,8,5,0.00015522981993854046,0.1717813410796225
"[7, 0, 6, 0, 6, 3, 0, None, 3, 2]","[7, 0, 6, 0, 1, 3, 9, None, 5, 8]",6,6,5,4,0.0001637160312384367,0.017812659963965416
"[2, 0, 9, 4, None, 2, 3, 0, 0, 4]","[9, 2, 0, 2, None, 0, 0, 2, 7, 4]",6,6,7,5,0.00015830597840249538,0.18252845108509064
